player,agency,agent,season,salary,salary_amnesty,,player
Kevin Seraphin,Klutch Sports Management,Rich Paul,2016-2017,0,FALSE,,
Khris Middleton,Excel Sports Management,Michael Lindeman,2016-2017,0,FALSE,,
Kirk Hinrich,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
Klay Thompson,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Kobe Bryant,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Kosta Koufos,Mark Termini Associates,Mark Termini,2016-2017,0,FALSE,,
Kris Humphries,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Kris Joseph,CGL Sports,Chris Grier Luchey,2016-2017,0,FALSE,,
Kwame Brown,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Kyle Korver,Excel Sports Management,Jeff Schwartz,2016-2017,5239437,FALSE,,
Kyle Lowry,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Kyle Singler,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Kyrie Irving,24/7 Sports Management,Jeff Wechsler,2016-2017,0,FALSE,,
LaMarcus Aldridge,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Lance Thomas,540 Sports and Entertainment LLC,John Spencer,2016-2017,0,FALSE,,
Landry Fields,Octagon Athlete Representation,Chris Emens,2016-2017,0,FALSE,,
Larry Sanders,Relativity Sports,Dan Fegan,2016-2017,11000000,FALSE,,
Lavoy Allen,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
LeBron James,Klutch Sports Management,Rich Paul,2016-2017,0,FALSE,,
Linas Kleiza,BDA Sports Management,Rade Filipovich,2016-2017,0,FALSE,,
Louis Amundson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,TBD,FALSE,,
Louis Williams,Creative Artists Agency,Leon Rose,2016-2017,0,FALSE,,
Luc Mbah A Moute,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Luis Scola,AAI Sports,George Bass,2016-2017,0,FALSE,,
Luis Scola,AAI Sports,George Bass,2016-2017,0,FALSE,,
Luke Ridnour,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Luol Deng,Interperformances,Herb Rudoy,2016-2017,0,FALSE,,
Maalik Wayns,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Malcolm Lee,Impact Sports Basketball,Mitch Frankel,2016-2017,0,FALSE,,
Manu Ginobili,Interperformances,Herb Rudoy,2016-2017,0,FALSE,,
Marc Gasol,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Marcin Gortat,Zucker International,Guy Zucker,2016-2017,0,FALSE,,
Marco Belinelli,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Marcus Morris,Rival Sports Group,Tony Dutt,2016-2017,0,FALSE,,
Marcus Thornton,Rival Sports Group,Tony Dutt,2016-2017,0,FALSE,,
Mario Chalmers,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Markieff Morris,Rival Sports Group,Tony Dutt,2016-2017,0,FALSE,,
Marquis Teague,ASM Sports,Andy Miller,2016-2017,3034890,FALSE,,
Marreese Speights,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
MarShon Brooks,Verus Management Team,Seth Cohen,2016-2017,0,FALSE,,
Martell Webster,Relativity Sports,Dan Fegan,2016-2017,TBD,FALSE,,
Marvin Williams,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Mason Plumlee,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,2328530,FALSE,,
Matt Barnes,Goodwin Management Group,Aaron Goodwin,2016-2017,TBD,FALSE,,
Matt Bonner,Championship Sports,Kenny Grant,2016-2017,0,FALSE,,
Mo Williams,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Metta World Peace,Pinnacle Management Corporation,Marc Cornstein,2016-2017,0,FALSE,,
Metta World Peace,Pinnacle Management Corporation,Marc Cornstein,2016-2017,,FALSE,,
Meyers Leonard,Excel Sports Management,Jeff Schwartz,2016-2017,4210878,FALSE,,
Michael Beasley,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Michael Beasley,Excel Sports Management,Jeff Schwartz,2016-2017,,FALSE,,
Michael Carter-Williams,Excel Sports Management,Jeff Schwartz,2016-2017,3183526,FALSE,,
Michael Kidd-Gilchrist,Creative Artists Agency,Leon Rose,2016-2017,8262481,FALSE,,
Mike Conley,BDA Sports Management,Mike Conley,2016-2017,0,FALSE,,
Mike Dunleavy Jr,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Mike James,Lee Basketball Services LTD,Bernie Lee,2016-2017,0,FALSE,,
Mike Miller,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Mike Miller,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Mike Scott,Creative Artists Agency,Aaron Mintz,2016-2017,0,FALSE,,
Miles Plumlee,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,3113316,FALSE,,
Mirza Teletovic,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Maurice Harkless,Relativity Sports,Dan Fegan,2016-2017,4045893,FALSE,,
Monta Ellis,Relativity Sports,Happy Walters,2016-2017,0,FALSE,,
Nando De Colo,Creative Artists Agency,Steve Heumann,2016-2017,0,FALSE,,
Nate Robinson,Goodwin Management Group,Aaron Goodwin,2016-2017,TBD,FALSE,,
Nate Wolters,Allegiant Athletic Agency,Jared Karnes,2016-2017,TBD,FALSE,,
Nazr Mohammed,Excel Sports Management,Mike Higgins,2016-2017,0,FALSE,,
Nemanja Nedovic,Excel Sports Management,Jeff Schwartz,2016-2017,2078927,FALSE,,
Nene,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Nerlens Noel,ASM Sports,Andy Miller,2016-2017,4384490,FALSE,,
Nick Calathes,Relativity Sports,Dan Fegan,2016-2017,TBD,FALSE,,
Nick Collison,Excel Sports Management,Mike Higgins,2016-2017,0,FALSE,,
Nick Young,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Nicolas Batum,Comsport,Bouna Ndiaye,2016-2017,0,FALSE,,
Nikola Pekovic,Excel Sports Management,Jeff Schwartz,2016-2017,12100000,FALSE,,
Nikola Vucevic,BDA Sports Management,Rade Filipovich,2016-2017,0,FALSE,,
Norris Cole,Bell Management,Joel Bell,2016-2017,0,FALSE,,
O.J. Mayo,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Omer Asik,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Omri Casspi,Creative Artists Agency,Steve Heumann,2016-2017,0,FALSE,,
Orlando Johnson,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Otto Porter,FAME,David Falk,2016-2017,5893981,FALSE,,
Pablo Prigioni,AAI Sports,George Bass,2016-2017,0,FALSE,,
Patrick Christopher,Relativity Sports,Chris Patrick,2016-2017,0,FALSE,,
Patrick Mills,Creative Artists Agency,Steve Heumann,2016-2017,0,FALSE,,
Patrick Patterson,Excel Sports Management,Sam Goldfeder,2016-2017,0,FALSE,,
Pau Gasol,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Paul George,Creative Artists Agency,Aaron Mintz,2016-2017,0,FALSE,,
Paul Millsap,BDS Sports,DeAngelo Simmons,2016-2017,0,FALSE,,
Paul Pierce,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Pero Antic,Excel Sports Management,Michael Lindeman,2016-2017,0,FALSE,,
Perry Jones,BDA Sports Management,Bill Duffy,2016-2017,3036926,FALSE,,
Peyton Siva,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Phil Pressey,Creative Artists Agency,Aaron Mintz,2016-2017,TBD,FALSE,,
Quentin Richardson,24/7 Sports Management,Jeff Wechsler,2016-2017,0,FALSE,,
Quincy Acy,Athlete Management,Michael Silverman,2016-2017,0,FALSE,,
Quincy Pondexter,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Rajon Rondo,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Ramon Sessions,Allegiant Athletic Agency,Jared Karnes,2016-2017,0,FALSE,,
Randy Foye,Creative Artists Agency,Steve Heumann,2016-2017,TBD,FALSE,,
Rashard Lewis,Rival Sports Group,Tony Dutt,2016-2017,0,FALSE,,
Ray Allen,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Ray McCallum,Wasserman Media Group,Thaddeus Foucher,2016-2017,0,FALSE,,
Raymond Felton,Rival Sports Group,Colin Bryant,2016-2017,0,FALSE,,
Reggie Bullock,Excel Sports Management,Jeff Schwartz,2016-2017,2255644,FALSE,,
Reggie Evans,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Reggie Jackson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Richard Hamilton,Creative Artists Agency,Leon Rose,2016-2017,0,FALSE,,
Richard Howell,ASM Sports,Andy Miller,2016-2017,TBD,FALSE,,
Richard Jefferson,Stratosphere Sports,Todd Eley,2016-2017,0,FALSE,,
Ricky Ledo,Verus Management Team,Seth Cohen,2016-2017,1015696,FALSE,,
Ricky Rubio,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Robert Covington,Relativity Sports,Happy Walters,2016-2017,0,FALSE,,
Robert Sacre,Edge Sports,Keith Kreiter,2016-2017,0,FALSE,,
Robin Lopez,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Rodney Stuckey,Creative Artists Agency,Leon Rose,2016-2017,0,FALSE,,
Rodney Williams,BDA Sports Management,Kevin Bradbury,2016-2017,0,FALSE,,
Roger Mason,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Romero Osby,Relativity Sports,Happy Walters,2016-2017,0,FALSE,,
Ron Howard,Lee Basketball Services LTD,Bernie Lee,2016-2017,0,FALSE,,
Ronnie Brewer,Creative Artists Agency,Henry Thomas,2016-2017,0,FALSE,,
Ronnie Price,Excel Sports Management,Mike Higgins,2016-2017,0,FALSE,,
Ronny Turiaf,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Roy Hibbert,FAME,David Falk,2016-2017,0,FALSE,,
Royce White,ASM Sports,Andy Miller,2016-2017,3865519,FALSE,,
Rudy Gay,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
Rudy Gobert,Comsport,Bouna Ndiaye,2016-2017,2121287,FALSE,,
Russell Westbrook,Wasserman Media Group,Arn Tellem,2016-2017,17769374,FALSE,,
Ryan Anderson,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
Ryan Gomes,Wasserman Media Group,Dan Tobin,2016-2017,0,FALSE,,
Ryan Hollins,BDA Sports Management,Todd Ramasar,2016-2017,0,FALSE,,
Ryan Kelly,Octagon Athlete Representation,Alex Saratsis,2016-2017,0,FALSE,,
Samuel Dalembert,Pinnacle Management Corporation,Marc Cornstein,2016-2017,TBD,FALSE,,
Scott Machado,Relativity Sports,Dan Fegan,2016-2017,TBD,FALSE,,
Serge Ibaka,ASM Sports,Andy Miller,2016-2017,12250000,FALSE,,
Sergey Karasev,ASM Sports,Andy Miller,2016-2017,2463753,FALSE,,
Seth Curry,Octagon Athlete Representation,Alex Saratsis,2016-2017,TBD,FALSE,,
Shabazz Muhammad,BDA Sports Management,Bill Duffy,2016-2017,3046299,FALSE,,
Shane Battier,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Shane Larkin,Relativity Sports,Happy Walters,2016-2017,2576642,FALSE,,
Shannon Brown,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Shaun Livingston,Creative Artists Agency,Henry Thomas,2016-2017,0,FALSE,,
Shawn Marion,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Shawne Williams,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Shelvin Mack,The Neustadt Group,Doug Neustadt,2016-2017,0,FALSE,,
Solomon Hill,Octagon Athlete Representation,Chris Emens,2016-2017,2306019,FALSE,,
Solomon Jones,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Spencer Hawes,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Stephen Curry,Octagon Athlete Representation,Jeff Austin,2016-2017,12112359,FALSE,,
Steve Blake,Bell Management,Joel Bell,2016-2017,0,FALSE,,
Steve Nash,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Steve Novak,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Steven Adams,Wasserman Media Group,Arn Tellem,2016-2017,3140517,FALSE,,
Taj Gibson,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,8950000,FALSE,,
Tayshaun Prince,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Terrel Harris,Impact Sports Basketball,Brian Elfus,2016-2017,0,FALSE,,
Terrence Jones,Wasserman Media Group,Arn Tellem,2016-2017,3532642,FALSE,,
Terrence Ross,Creative Artists Agency,Aaron Mintz,2016-2017,4790680,FALSE,,
Thabo Sefolosha,Zucker International,Guy Zucker,2016-2017,0,FALSE,,
Thaddeus Young,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Thomas Robinson,BDA Sports Management,Bill Duffy,2016-2017,6179799,FALSE,,
Tiago Splitter,Wasserman Media Group,Arn Tellem,2016-2017,8250000,FALSE,,
Tim Duncan,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Tim Hardaway Jr,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,2281605,FALSE,,
Timofey Mozgov,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Tobias Harris,Creative Artists Agency,Henry Thomas,2016-2017,0,FALSE,,
Toney Douglas,FAME,David Falk,2016-2017,0,FALSE,,
Tony Allen,IAM Sports,Raymond Brothers,2016-2017,5000000,FALSE,,
Tony Mitchell,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Tony Parker,Creative Artists Agency,Steve Heumann,2016-2017,0,FALSE,,
Tony Snell,Lagardere Unlimited,Mitchell Butler,2016-2017,2368327,FALSE,,
Tony Wroten,Wasserman Media Group,Greg Lawrence,2016-2017,3201471,FALSE,,
Tornike Shengelia,Zucker International,Guy Zucker,2016-2017,0,FALSE,,
Toure Murry,Lee Basketball Services LTD,Bernie Lee,2016-2017,0,FALSE,,
Travis Outlaw,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Travis Outlaw,BDA Sports Management,Bill Duffy,2016-2017,0,FALSE,,
Trent Lockett,CGL Sports,Chris Grier Luchey,2016-2017,TBD,FALSE,,
Trevor Ariza,David Lee Services,David Lee,2016-2017,0,FALSE,,
Trevor Booker,ASM Sports,Andy Miller,2016-2017,0,FALSE,,
Tristan Thompson,Klutch Sports Management,Rich Paul,2016-2017,0,FALSE,,
Ty Lawson,Relativity Sports,Happy Walters,2016-2017,13213482,FALSE,,
Tyler Hansbrough,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Tyler Zeller,Excel Sports Management,Jeff Schwartz,2016-2017,3695168,FALSE,,
Tyreke Evans,Wasserman Media Group,Arn Tellem,2016-2017,10203755,FALSE,,
Tyrus Thomas,Performance Sports Management,John Hamilton,2016-2017,0,FALSE,,
Tyshawn Taylor,Excel Sports Management,Mike Higgins,2016-2017,0,FALSE,,
Tyson Chandler,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Udonis Haslem,Creative Artists Agency,Henry Thomas,2016-2017,0,FALSE,,
Vander Blue,Wasserman Media Group,Makhtar Ndiaye,2016-2017,0,FALSE,,
Victor Oladipo,IAM Sports,Raymond Brothers,2016-2017,6552960,FALSE,,
Vince Carter,IMG,Kurt Schoeppler,2016-2017,0,FALSE,,
Vitor Faverani,Interperformances,Herb Rudoy,2016-2017,TBD,FALSE,,
Vyacheslav Kravtsov,Excel Sports Management,Jeff Schwartz,2016-2017,0,FALSE,,
Wayne Ellington,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Wesley Johnson,Landmark Sports Agency,Rob Pelinka,2016-2017,0,FALSE,,
Wesley Matthews,Octagon Athlete Representation,Jeff Austin,2016-2017,0,FALSE,,
Will Barton,Impact Sports Basketball,Brian Elfus,2016-2017,0,FALSE,,
Will Bynum,Priority Sports & Entertainment,Mark Bartelstein,2016-2017,0,FALSE,,
Wilson Chandler,Relativity Sports,Dan Fegan,2016-2017,0,FALSE,,
Xavier Henry,Wasserman Media Group,Arn Tellem,2016-2017,0,FALSE,,
Zach Randolph,IAM Sports,Raymond Brothers,2016-2017,0,FALSE,,
Zaza Pachulia,Williams & Connolly,Jim Tanner,2016-2017,0,FALSE,,
Aaron Brooks,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Aaron Gray,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Adonis Thomas,Relativity Sports,Happy Walters,2017-2018,0,FALSE,,
Al Harrington,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Al Horford,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Al Jefferson,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Al-Farouq Aminu,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
Alan Anderson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Alec Burks,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Aleksandar Pavlovic,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Alexey Shved,Alti Sport,Obrad Fimic,2017-2018,0,FALSE,,
Allen Crabbe,Excel Sports Management,Sam Goldfeder,2017-2018,0,FALSE,,
Alonzo Gee,Relativity Sports,Happy Walters,2017-2018,0,FALSE,,
Amare Stoudemire,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Amir Johnson,BDA Sports Management,Kevin Bradbury,2017-2018,0,FALSE,,
Anderson Varejao,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Andray Blatche,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Andray Blatche,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Andre Drummond,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Andre Iguodala,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Andre Miller,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Andre Roberson,BDA Sports Management,Bill Duffy,2017-2018,2148142,FALSE,,
Andrea Bargnani,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Andrew Bogut,Lagardere Unlimited,David Bauman,2017-2018,0,FALSE,,
Andrew Bynum,David Lee Services,David Lee,2017-2018,TBD,FALSE,,
Andrew Nicholson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Andris Biedrins,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Antawn Jamison,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Anthony Bennett,Excel Sports Management,Jeff Schwartz,2017-2018,9513775,FALSE,,
Anthony Davis,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Anthony Morrow,Perennial,Wallace Prather,2017-2018,0,FALSE,,
Anthony Randolph,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Anthony Tolliver,Lee Basketball Services LTD,Larry Fox,2017-2018,0,FALSE,,
Archie Goodwin,Briscoe Sports Management,Charlie Briscoe,2017-2018,3141133,FALSE,,
Arnett Moultrie,The Alliance Management Group,Derek Lafayette,2017-2018,0,FALSE,,
Arron Afflalo,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Austin Daye,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Austin Rivers,FAME,David Falk,2017-2018,0,FALSE,,
Avery Bradley,Lagardere Unlimited,Mitchell Butler,2017-2018,0,FALSE,,
Byron Mullens,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
B.J. Young,Briscoe Sports Management,Charlie Briscoe,2017-2018,0,FALSE,,
Ben Gordon,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
Beno Udrih,Pinnacle Management Corporation,Marc Cornstein,2017-2018,,FALSE,,
Bernard James,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Bismack Biyombo,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Blake Griffin,Excel Sports Management,Jeff Schwartz,2017-2018,21323252,FALSE,,
Boris Diaw,The Neustadt Group,Doug Neustadt,2017-2018,0,FALSE,,
Bradley Beal,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Brandan Wright,Williams & Connolly,Jim Tanner,2017-2018,0,FALSE,,
Brandon Bass,Rival Sports Group,Tony Dutt,2017-2018,0,FALSE,,
Brandon Davies,BDA Sports Management,Bill Duffy,2017-2018,TBD,FALSE,,
Brandon Jennings,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Brandon Knight,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Brandon Roy,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Brandon Rush,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Brendan Haywood,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Brendan Haywood,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Brian Roberts,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Brook Lopez,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
C.J. Leslie,Creative Artists Agency,Aaron Mintz,2017-2018,TBD,FALSE,,
C.J. McCollum,Excel Sports Management,Jeff Schwartz,2017-2018,2316720,FALSE,,
C.J. Watson,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Carl Landry,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Carlos Boozer,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Carlos Delfino,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Carmelo Anthony,Creative Artists Agency,Leon Rose,2017-2018,0,FALSE,,
Caron Butler,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
Carrick Felix,Stratosphere Sports,Todd Eley,2017-2018,TBD,FALSE,,
Chandler Parsons,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Channing Frye,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Charlie Villanueva,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Chase Budinger,BDA Sports Management,Kevin Bradbury,2017-2018,0,FALSE,,
Chauncey Billups,ASM Sports,Andy Miller,2017-2018,0,FALSE,,
Chris Andersen,Creative Artists Agency,Steve Heumann,2017-2018,0,FALSE,,
Chris Andersen,Creative Artists Agency,Steve Heumann,2017-2018,,FALSE,,
Chris Bosh,Creative Artists Agency,Henry Thomas,2017-2018,0,FALSE,,
Chris Copeland,540 Sports and Entertainment LLC,John Spencer,2017-2018,0,FALSE,,
Chris Duhon,BDA Sports Management,Kevin Bradbury,2017-2018,0,FALSE,,
Chris Kaman,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Chris Paul,Creative Artists Agency,Leon Rose,2017-2018,24268959,FALSE,,
Chris Singleton,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Chuck Hayes,BDA Sports Management,Bill Duffy,2017-2018,0,FALSE,,
Cody Zeller,Excel Sports Management,Jeff Schwartz,2017-2018,7014855,FALSE,,
Cole Aldrich,Excel Sports Management,Jeff Schwartz,2017-2018,TBD,FALSE,,
Corey Brewer,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Cory Joseph,Klutch Sports Management,Rich Paul,2017-2018,0,FALSE,,
Courtney Lee,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
D.J. Augustin,IAM Sports,Raymond Brothers,2017-2018,0,FALSE,,
Damian Lillard,Goodwin Management Group,Aaron Goodwin,2017-2018,0,FALSE,,
Damien Wilkins,Perennial,Wallace Prather,2017-2018,0,FALSE,,
Daniel Orton,Vartanian Sports Management,Ara Vartanian,2017-2018,0,FALSE,,
Danilo Gallinari,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Danny Granger,Creative Artists Agency,Aaron Mintz,2017-2018,0,FALSE,,
Dante Cunningham,Bell Management,Joel Bell,2017-2018,0,FALSE,,
Darius Johnson-Odom,Octagon Athlete Representation,Chris Emens,2017-2018,0,FALSE,,
Darius Morris,Shibumi Sports,Brian Dyke,2017-2018,0,FALSE,,
Darrell Arthur,Independent,Jerry Hicks,2017-2018,0,FALSE,,
Darren Collison,BDA Sports Management,Rade Filipovich,2017-2018,0,FALSE,,
David Lee,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
David West,Octagon Athlete Representation,Jeff Austin,2017-2018,0,FALSE,,
DeAndre Jordan,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Dee Bost,540 Sports and Entertainment LLC,John Spencer,2017-2018,0,FALSE,,
DeJuan Blair,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
DeMar Derozan,Goodwin Management Group,Aaron Goodwin,2017-2018,0,FALSE,,
DeMarcus Cousins,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
DeMarre Carroll,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Dennis Schroeder,Octagon Athlete Representation,Jeff Austin,2017-2018,3824518,FALSE,,
Derek Fisher,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Deron Williams,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Derrick Favors,Perennial,Wallace Prather,2017-2018,0,FALSE,,
Derrick Rose,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Derrick Williams,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
DeShawn Stevenson,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Devin Ebanks,Lagardere Unlimited,David Bauman,2017-2018,TBD,FALSE,,
Devin Harris,Excel Sports Management,Jeff Schwartz,2017-2018,0,FALSE,,
Diante Garrett,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Dion Waiters,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
Dominic McGuire,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,TBD,FALSE,,
Donald Sloan,Impact Sports Basketball,Brian Elfus,2017-2018,0,FALSE,,
Donatas Motiejunas,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Dorell Wright,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Doron Lamb,Wasserman Media Group,Arn Tellem,2017-2018,0,FALSE,,
Drew Gooden,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Dwight Buycks,Relativity Sports,Chris Patrick,2017-2018,0,FALSE,,
Dwight Howard,Relativity Sports,Dan Fegan,2017-2018,0,FALSE,,
Dwyane Wade,Creative Artists Agency,Henry Thomas,2017-2018,0,FALSE,,
E'Twaun Moore,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Earl Clark,BDA Sports Management,Kevin Bradbury,2017-2018,0,FALSE,,
Earl Watson,Priority Sports & Entertainment,Mark Bartelstein,2017-2018,0,FALSE,,
Ed Davis,Landmark Sports Agency,Rob Pelinka,2017-2018,0,FALSE,,
EJ Singler,Wasserman Media Group,Greg Lawrence,2017-2018,TBD,FALSE,,
Ekpe Udoh,CGL Sports,Chris Grier Luchey,2017-2018,0,FALSE,,
Elias Harris,Priority Sports & Entertainment,Brad Ames,2017-2018,0,FALSE,,
Elton Brand,FAME,David Falk,2017-2018,0,FALSE,,
